Lead_ID,Age,Monthly_Income,Account_Tenure_Months,Product_Count,Monthly_Transactions,Digital_Engagement,Balance,Credit_Utilization,Recent_Application,Segment,Converted,Conversion_Probability
L03258,29,7368493,129,5,17,29,33402544.800510876,0.9144235733315257,1,Mass,0,0.179482439024761
L03259,46,13965694,89,3,19,88,19558436.089795716,0.45886678249402524,0,Mass,0,0.10084333183577195
L03260,39,16097640,9,3,26,76,12354435.954897424,0.9342972512890988,0,Mass,1,0.2167167357693293
L03261,40,41009116,33,3,16,65,2547521.8054961157,0.21830642472877315,0,Mass,0,0.16100653052510952
L03262,42,27211567,102,2,16,25,3215199.1212508427,0.7639862412321513,0,Mass,0,0.035588791279055516
L03263,54,28581408,31,1,29,72,10418499.051510153,0.3244024406776105,0,Mass,1,0.43449286065552534
L03264,59,33682104,71,1,18,65,3467586.062547697,0.09032477301055405,0,Affluent,1,0.6301345867483107
L03265,44,16722312,23,4,16,50,10636520.208499903,0.9446363826881441,0,Affluent,0,0.0780341869363284
L03266,49,36823097,144,5,16,63,30642607.850482255,0.3231817883933135,0,Priority,1,0.5238467808607657
L03267,54,5389657,114,1,13,29,8390447.67857394,0.1224673292792428,0,Mass,1,0.16367472850971473
L03268,52,9231085,142,2,14,66,16305668.430852272,0.824447467629276,0,Affluent,1,0.19710064412597805
L03269,27,41528334,10,4,20,23,5145374.948010265,0.4388182685425551,0,Mass,0,0.13630446644007982
L03270,65,34277469,68,4,25,36,20222937.62293282,0.5688071847852962,0,Mass,1,0.5074849629993632
L03271,28,12117166,49,4,31,55,24932834.578390874,0.9363593238338016,0,Mass,0,0.09460320776825253
L03272,39,24182727,113,4,16,24,3615087.080894406,0.48263816571652174,1,Mass,0,0.0940700823611777
L03273,50,6383035,148,1,14,93,7072145.537379833,0.11038866164099431,0,Mass,0,0.14442133425214077
L03274,39,34905067,41,2,12,90,4224411.383948198,0.6720675160842372,0,Affluent,1,0.49466172129350644
L03275,31,38770375,139,3,24,53,24959761.743431248,0.6895395442007803,0,Mass,0,0.2644714921707653
L03276,62,16806385,105,1,28,61,17673330.67274789,0.22478741264506197,1,Priority,1,0.3499452715620192
L03277,24,20101988,149,2,12,36,14272554.20720569,0.5408707267212842,0,Mass,0,0.2466835089292117
L03278,32,14893624,15,2,12,29,13194085.525899027,0.3822988428348156,0,Affluent,0,0.2738688485008654
L03279,65,21909364,179,5,23,97,20715570.934095323,0.09492942536435012,0,Priority,0,0.2741154933473088
L03280,53,16526442,79,2,22,47,21134392.569699004,0.33044218348301313,1,Mass,1,0.3895464023593265
L03281,24,15365109,51,5,28,96,9138284.78241814,0.8685793462168772,0,Affluent,1,0.6284417090926044
L03282,54,23789480,33,4,23,16,7944289.726847216,0.3202226108015516,0,Affluent,1,0.2852306930302115
L03283,64,43522210,178,4,10,19,14140669.482588785,0.2507568219427116,0,Mass,0,0.2735515894143343
L03284,25,39085751,160,5,14,53,12407675.872881586,0.8968215635773237,0,Affluent,1,0.6909763594774302
L03285,39,17677158,24,5,15,81,117769865.30630101,0.39409413880003735,0,Affluent,0,0.3703686021730757
L03286,42,47370934,81,2,24,48,10218047.593741378,0.8965031500497167,0,Mass,0,0.2386261342998497
L03287,26,13668858,133,3,21,86,20039704.151662327,0.8422109298532988,0,Mass,0,0.3074653906437047
L03288,30,45894068,107,3,16,22,23902347.823016625,0.47341805011220445,1,Mass,0,0.3570823602131894
L03289,28,18225487,35,5,17,87,60859899.413570724,0.3964654957621328,0,Mass,0,0.3712913788643956
L03290,29,28852140,65,1,21,50,6664971.045472701,0.17394615768188537,0,Priority,0,0.4227819537688646
L03291,39,13344880,67,3,23,35,57265481.79504577,0.22155482493720574,0,Priority,1,0.6327296062615226
L03292,41,39053145,52,2,17,68,12944288.220334813,0.259198863747222,0,Affluent,1,0.5983250567405668
L03293,31,18612140,173,2,20,80,182983398.61008412,0.47331850447171303,1,Mass,0,0.4094211877290425
L03294,34,44138260,37,4,22,94,21555961.635896415,0.38490209367465994,1,Mass,0,0.4605014884310236
L03295,29,7815066,128,2,19,17,4389086.29317589,0.770345892421354,0,Mass,1,0.07004218023357306
L03296,56,27092076,165,4,21,73,12315905.147423582,0.3170083641215694,1,Mass,1,0.6429019250285583
L03297,30,11292381,144,5,20,38,57072338.42734381,0.4320677305703612,0,Affluent,0,0.13666972371102956
L03298,61,44892014,144,4,25,55,16274368.012011971,0.16043668118378612,1,Mass,0,0.8666281582608814
L03299,45,23184432,29,1,27,52,14131760.66259071,0.2940979768140985,0,Mass,1,0.2566889091026108
L03300,57,35025807,24,1,27,80,30785609.75242643,0.7547181248913952,1,Mass,0,0.18917941842698635
L03301,49,44455475,141,3,25,46,10623329.834788939,0.686390374347808,0,Priority,1,0.4633700854493324
L03302,32,28639301,135,3,20,35,12149852.445618471,0.41199832987081925,0,Mass,1,0.16520409506577455
L03303,48,6635374,134,4,30,54,5832091.542498258,0.5697258827579753,0,Mass,0,0.1892890544966845
L03304,33,14153204,76,3,18,70,84510093.93394907,0.46250027862174503,1,Mass,0,0.1711681782761022
L03305,26,13783036,95,1,12,87,4416903.66292495,0.8556984938542342,0,Mass,0,0.17679915758447548
L03306,32,46052425,3,5,25,10,17770092.7365257,0.40522167628132416,0,Mass,1,0.09623675870968368
L03307,33,45783901,53,5,23,61,24238317.5111018,0.6999030325430876,0,Affluent,0,0.3821027827821687
L03308,27,25940158,96,4,12,16,14796624.511110913,0.24667622903770148,0,Mass,0,0.1513853021247339
L03309,22,44940675,23,4,14,66,4281003.332543939,0.44068740605755874,0,Mass,0,0.33046041178554747
L03310,63,15316721,24,5,13,66,5525016.166103268,0.5263982797588027,0,Priority,1,0.30412586450824447
L03311,44,35254738,9,3,24,87,25293997.622390524,0.14418211127044017,1,Affluent,0,0.6568678678068013
L03312,39,22028969,38,1,17,27,6876920.104635896,0.5786766281920106,0,Affluent,0,0.3259492131939906
L03313,62,15061783,179,4,15,82,1888972.4020898703,0.5671984903960545,1,Mass,0,0.4516635689027052
L03314,31,15500511,126,3,22,72,22087868.560522262,0.1928776028116061,0,Priority,0,0.6922577869291288
L03315,39,23311285,171,4,14,70,6268611.138810348,0.9487845607233147,0,Affluent,0,0.2462204870857573
L03316,59,19624277,47,4,29,67,28198519.446608014,0.13324395947794548,0,Mass,1,0.45605876149105984
L03317,49,13716165,108,3,24,60,12261066.327624321,0.8557731396628432,0,Mass,1,0.25046495766155025
L03318,38,19370708,161,2,20,15,11684204.33231373,0.4923640819948033,0,Mass,0,0.30047409647325046
L03319,32,9915071,64,3,22,83,15804400.029117156,0.25043446505075223,0,Affluent,0,0.29896682095859317
L03320,22,48604832,119,4,20,45,4804518.700623662,0.15151885868057263,0,Mass,0,0.5723926683515322
L03321,24,21479926,125,4,20,19,6570547.17900757,0.6794781017094735,0,Affluent,0,0.14789891181090156
L03322,28,8939580,150,3,17,65,11566652.255335871,0.7290053737269317,0,Affluent,0,0.19760101269712202
L03323,56,30487793,175,3,22,96,4776496.253332612,0.6560966143613686,0,Affluent,1,0.4004898310645348
L03324,49,44623536,111,5,19,74,30626567.785909187,0.4278837849772939,0,Mass,0,0.5633797130871969
L03325,40,20556903,105,2,32,32,11030577.847592091,0.20531632913044373,1,Priority,0,0.27649845176479454
L03326,56,42881131,157,1,19,84,3520537.227633435,0.7605841126334868,0,Mass,0,0.19533028804518798
L03327,28,32097929,124,4,23,87,8576459.840164835,0.8341074239570764,1,Affluent,1,0.4151353254615425
L03328,30,38005552,66,5,19,40,16597511.359547688,0.4026838153157417,1,Mass,0,0.44961661696608657
L03329,38,17627717,114,4,24,57,9601888.017151093,0.8070958025827141,1,Mass,0,0.18751641182850237
L03330,62,5698995,99,3,32,86,22373250.865536578,0.6220402116512846,0,Mass,0,0.3240060009003744
L03331,48,19909124,42,2,21,24,26631282.286382586,0.5242804859010254,0,Affluent,0,0.1894504275445081
L03332,59,46525046,93,3,18,42,165629021.4759662,0.5995447662652488,0,Affluent,0,0.5386984101553476
L03333,32,40370985,113,1,22,51,47403421.15977185,0.14697582843405466,0,Mass,0,0.3584817889679339
L03334,59,40071431,163,3,21,10,2920281.035662636,0.1628591169940793,0,Mass,0,0.5668466406285845
L03335,24,44402477,105,2,20,25,10462712.184664154,0.7040334797920503,0,Affluent,1,0.30224617815456134
L03336,31,21170248,30,2,22,65,11489216.601665858,0.9229523805534178,0,Mass,0,0.0997161007996827
L03337,44,18813567,178,3,13,33,26658848.546842337,0.507023727260079,1,Mass,0,0.23614692274535762
L03338,23,46558938,105,5,21,31,5897120.202029489,0.0986006342443235,0,Affluent,0,0.5127609748826083
L03339,59,30289726,52,2,24,36,8818026.012857297,0.11126602014122816,1,Mass,0,0.2395245411639742
L03340,60,17706120,136,5,18,21,4321654.543848455,0.4706282285300204,1,Mass,0,0.5387627329241134
L03341,45,16795465,70,3,27,67,8213543.824162667,0.641898082401189,1,Mass,0,0.29146071096318293
L03342,34,44354839,67,5,13,33,8525695.929955939,0.18938899079458826,0,Mass,0,0.29025182937921895
L03343,25,6453393,152,2,22,69,10968684.928957611,0.07973140413930804,1,Affluent,1,0.479166358191041
L03344,48,6837894,157,5,18,85,4579260.234288368,0.7065223547793646,0,Mass,0,0.18138592209468812
L03345,45,37941430,95,4,20,53,40047888.09858277,0.18151836360787138,1,Mass,1,0.6655733513812706
L03346,55,4062105,68,4,19,93,24053104.270906746,0.44436198560801043,0,Mass,0,0.45766131708889013
L03347,48,11866160,156,3,18,27,3522674.239829877,0.7107225404793612,0,Mass,1,0.16364923486614424
L03348,26,49569111,32,3,28,97,15394697.628129883,0.16276548428068777,0,Mass,1,0.6775624665925221
L03349,26,23582776,135,3,17,39,3135520.9149795314,0.44847784837369153,0,Mass,0,0.18000713887697417
L03350,56,37472510,106,5,19,37,57415019.170911305,0.15030961484506145,1,Affluent,0,0.32022277434822344
L03351,28,26404092,154,4,20,99,75351103.82427509,0.3627572787610983,0,Mass,0,0.4195949854246199
L03352,63,8166281,76,1,17,51,14186813.511462426,0.8711899659068654,0,Priority,0,0.1589588440837759
L03353,25,12485692,150,4,22,78,6394287.628473816,0.667519898107783,0,Priority,0,0.14366525288437343
L03354,53,39010559,3,5,25,83,7719741.457437392,0.07078382825704871,1,Mass,0,0.465139124954471
L03355,64,8349546,137,4,17,50,9528698.301964842,0.17102912822266342,0,Affluent,0,0.18386777553667813
L03356,40,31352363,13,3,18,38,13480213.79036304,0.3144385115310255,1,Affluent,0,0.275141943791372
L03357,23,20008598,116,2,12,54,59057990.35189662,0.855994278580083,1,Mass,0,0.45352098733910906
L03358,60,21033670,36,4,18,45,39003524.40522308,0.7223777052978078,0,Mass,0,0.30361659672605645
L03359,29,47805151,174,4,18,47,39608934.23608851,0.60574366029965,0,Priority,1,0.6540544619139723
L03360,44,31873032,139,2,20,31,17789857.148604773,0.18733531856570562,0,Mass,0,0.3483967369310669
L03361,65,32296237,19,3,27,93,4732428.4122938905,0.8859872184432941,1,Mass,1,0.6173531829973777
L03362,54,20116403,161,2,17,62,6944802.176327878,0.777316232154305,0,Mass,1,0.2120564157967334
L03363,23,21544870,46,1,21,82,15939040.29571935,0.26548312017281006,1,Mass,1,0.6631845787550119
L03364,57,35545457,99,1,21,69,4512945.769469848,0.4138933007891457,1,Mass,1,0.21723460339130013
L03365,28,5789897,16,1,17,42,20328689.24546244,0.43554541871059166,0,Priority,0,0.23916896099436083
L03366,54,14915888,20,3,21,38,33554591.93684978,0.5787557362030757,0,Mass,0,0.11030068106150881
L03367,48,31612570,44,3,17,99,25878062.26685868,0.3873293522825498,0,Mass,1,0.6555233344093132
L03368,33,32682668,97,3,18,12,24859492.561317053,0.2390238692891265,0,Mass,0,0.30338201632975
L03369,40,8243851,98,5,20,36,2320464.894457655,0.6502905676314498,1,Affluent,1,0.5333573803920078
L03370,26,40240017,155,2,24,76,56906296.711254135,0.6597995364225745,0,Mass,0,0.1716954297582207
L03371,65,28957027,30,2,30,59,3128847.954268074,0.44814698292162675,0,Mass,1,0.21972952214572564
L03372,31,14934829,135,2,22,66,12875174.337777637,0.4879872312593942,0,Affluent,0,0.11744224970308403
L03373,34,38589723,2,2,22,11,27843338.478463825,0.09560315920955713,1,Priority,1,0.5380359856595306
L03374,43,49580345,53,3,23,29,21469809.244112913,0.46048895517728433,0,Mass,0,0.2577155157143539
L03375,51,23484926,32,2,20,64,4179593.0028473455,0.7703584280405484,0,Affluent,1,0.4105646205376055
L03376,43,17038518,23,2,14,38,5001433.534284853,0.5823342385787017,0,Mass,0,0.17901811276658489
L03377,43,17772928,106,4,14,52,19987794.724834416,0.8786291260656937,1,Mass,0,0.07697788579458176
L03378,47,31259762,163,5,16,97,25000484.75478717,0.6948620284594065,0,Mass,0,0.192557343185738
L03379,59,6179674,121,2,27,68,4957226.230006577,0.7498733438845557,0,Mass,0,0.20537607887754833
L03380,38,26237742,154,1,23,67,22212225.601495687,0.462574106426517,1,Affluent,1,0.510718391510602
L03381,58,5139782,107,2,28,27,3296221.1998758013,0.20610445557900142,0,Mass,0,0.04600924748921449
L03382,56,5774693,10,3,18,64,28006579.323332205,0.8709665777584067,0,Affluent,1,0.22870192502948763
L03383,64,23781222,63,5,27,97,6197886.701407282,0.6432768364985565,0,Mass,0,0.2667248808834229
L03384,62,38293647,149,1,25,68,16257651.492305493,0.8685271512447487,0,Mass,1,0.1385749420690734
L03385,56,44633882,8,1,22,81,13744689.190433742,0.6057702095602155,0,Priority,1,0.37631429562317303
L03386,32,8031222,18,3,13,96,47880461.96396755,0.45903284648158077,0,Affluent,0,0.4175730220147095
L03387,55,15226887,151,5,17,92,19109397.500825476,0.1712652183104345,0,Mass,1,0.33301531401250556
L03388,54,23396435,12,3,23,40,8239571.552071385,0.4079343088761093,0,Mass,1,0.07859260202552175
L03389,34,30406553,173,5,20,36,21491186.194603607,0.5877981409415185,0,Mass,1,0.3048753644382533
L03390,51,49404310,137,4,23,35,127799603.6135473,0.8876878417628258,0,Priority,0,0.3824880464432675
L03391,32,35478067,120,1,18,80,31442897.481299996,0.7963768268584703,0,Mass,0,0.16888296318651314
L03392,44,28764596,97,3,27,44,14138240.059902115,0.511827501545582,0,Mass,0,0.23393697958961684
L03393,56,6798173,17,4,11,84,6517150.429828114,0.453191816658099,0,Affluent,0,0.3165084971022364
L03394,29,7717472,75,3,24,82,8097526.952016071,0.07994604006364095,1,Priority,1,0.5869773190685841
L03395,36,11042617,146,1,17,70,29607956.40679941,0.36606956926441037,0,Mass,0,0.20815512302487932
L03396,56,34396291,163,1,24,21,6185746.097857045,0.9331859924815814,1,Affluent,0,0.27683691647721337
L03397,41,19238732,81,4,30,74,15040385.685586326,0.7169228231950722,0,Mass,0,0.3025429648910293
L03398,64,15083381,152,3,20,28,63159868.88339801,0.5222741489691882,0,Affluent,1,0.37501989062104246
L03399,21,34824286,140,3,18,60,17434353.417549144,0.8260696186570619,0,Mass,1,0.5300187076637064
L03400,53,41506846,11,2,25,30,5098357.401959139,0.07075024934853527,0,Affluent,1,0.4051738433412648
L03401,57,24195615,112,2,30,15,132409322.64820239,0.9118617989137718,1,Affluent,0,0.193066531814135
L03402,62,44565224,111,4,18,67,87400281.11264347,0.679701857242379,0,Priority,1,0.29640085327196014
L03403,28,37772973,98,1,10,51,24759933.436912593,0.061982732542106136,0,Mass,0,0.43155320266220215
L03404,65,36948260,140,3,22,68,53721087.34604225,0.6849786278291631,0,Affluent,0,0.2752404160687463
L03405,38,43909501,161,2,16,54,11485329.438476047,0.12481506443220979,0,Mass,1,0.7619833570333435
L03406,36,12455175,100,4,15,43,30954075.753107805,0.625637542419294,0,Mass,1,0.6507299485386234
L03407,36,38885124,58,4,23,11,9820876.705443641,0.32079707570190796,0,Mass,1,0.25010715771851316
L03408,49,48055902,177,3,24,35,3867603.91215673,0.24088301583473515,1,Affluent,0,0.2618142915224507
L03409,50,49643371,174,2,16,90,200331363.28020293,0.6152733293336924,0,Mass,1,0.5859889985963466
L03410,42,30590011,124,2,14,78,3674849.334755363,0.4406366960892541,0,Affluent,1,0.7483202002726216
L03411,24,38700609,116,2,15,52,20198499.756323695,0.10807071649762975,0,Affluent,0,0.23681875731988866
L03412,65,44875915,19,2,24,12,19963924.829153642,0.7901085873804717,0,Affluent,1,0.5583018103102593
L03413,30,43200242,73,4,21,99,25129834.990333136,0.2895104630561935,0,Mass,0,0.2530993340866821
L03414,25,45298433,36,1,20,77,13713296.847051723,0.6063892368447171,0,Affluent,0,0.2079668779494187
L03415,47,42288852,93,1,22,12,13857136.322476555,0.5984245873846487,1,Mass,0,0.29015379463992297
L03416,39,21540281,149,3,15,29,17226724.6118668,0.1005450410263597,0,Affluent,0,0.49941428614899774
L03417,48,37592225,41,2,11,25,24237928.083456863,0.9475848952127708,0,Mass,0,0.1583135573134337
L03418,60,22880152,180,5,20,92,14972779.307338487,0.4528944885976892,0,Affluent,0,0.5929292559525526
L03419,25,40882883,24,4,13,96,14008846.953398323,0.23482097512192218,0,Affluent,1,0.7692240021831407
L03420,33,41271180,18,4,15,47,4002584.4227174274,0.4430729195810336,0,Mass,1,0.5526431811420399
L03421,44,46995428,176,3,27,26,112362771.79398799,0.5927557517274831,0,Mass,0,0.22425128087419186
L03422,56,31062690,19,3,15,68,25629636.313613307,0.05273580252528516,1,Mass,1,0.3518942198802416
L03423,48,25859539,133,3,26,34,18484951.38484243,0.3201202023213024,0,Affluent,1,0.5187563642415988
L03424,38,11615056,138,1,20,21,8033199.619083454,0.5326972258617276,1,Priority,0,0.34130202511321994
L03425,48,33361203,60,3,20,33,5498283.805888946,0.6750292820218403,1,Mass,1,0.3882176001927878
L03426,65,30054620,12,5,20,33,35446930.02722118,0.3319753644607582,0,Priority,0,0.34549763391310867
L03427,42,27687227,56,2,20,14,12783915.970964314,0.4135186878073563,1,Mass,1,0.3424343637751567
L03428,60,35110936,13,1,22,73,27913621.226021536,0.2491055862853372,0,Priority,0,0.3147658659991009
L03429,56,43147701,122,3,13,42,3880251.873586551,0.3137362933716532,0,Priority,0,0.5053485191621163
L03430,34,10838914,160,2,20,60,70450127.28453608,0.6686216845762865,0,Mass,0,0.22148779830420456
L03431,32,23842541,180,4,18,60,36944900.84976646,0.3535356723279662,0,Priority,0,0.4919372555391873
L03432,55,37226013,145,5,22,80,13832038.175772062,0.3016576556384145,0,Mass,0,0.629058263331084
L03433,30,41707431,140,5,20,79,23942990.75712118,0.3187039326126947,1,Mass,0,0.4178415585376152
L03434,36,39805882,159,2,23,61,31470624.671875283,0.6013787378162639,0,Affluent,1,0.5082532324793275
L03435,31,40770310,139,5,15,86,3939562.3981721574,0.5547351141363541,0,Mass,0,0.4653706864551887
L03436,48,43331721,118,1,17,61,80308630.4282087,0.41621125230042466,0,Mass,0,0.22745919996424305
L03437,34,48246760,180,2,12,12,24320295.29735368,0.6190846646506469,1,Mass,0,0.1309124979192463
L03438,50,31971011,59,2,26,88,7418285.112615675,0.6285148591925371,0,Affluent,1,0.7383946144798613
L03439,63,15450352,75,5,20,80,5010113.374280575,0.061798607353987955,0,Affluent,1,0.5090150830123144
L03440,58,29922940,164,4,23,48,40251527.058489904,0.35515356171493884,0,Affluent,1,0.3599259882376184
L03441,63,36642497,56,2,16,45,18526634.48000106,0.2698599906481031,1,Affluent,0,0.2795564041600015
L03442,22,8632309,54,1,18,91,24304246.885682255,0.7962094268048041,0,Affluent,0,0.4490863276844486
L03443,41,38818296,28,4,23,48,15405348.52065226,0.29789248361172904,0,Affluent,1,0.6356795886968868
L03444,30,29033694,50,4,16,43,5503072.165981681,0.3355664826959214,0,Priority,0,0.5763254960673416
L03445,62,47068810,107,5,13,76,24944865.040863786,0.5340087031158272,0,Mass,1,0.45592525646551446
L03446,53,13743992,160,3,17,39,12311269.494263979,0.5426593690511538,0,Affluent,0,0.3653816065921223
L03447,35,45717511,25,1,25,46,14678136.513171272,0.7798761576741607,1,Mass,1,0.20783133807483095
L03448,46,24608211,123,2,18,80,161588488.1425333,0.3991354523407758,0,Mass,0,0.4046506740000791
L03449,48,30382189,138,4,22,30,35770350.032481246,0.30304781791351276,0,Mass,0,0.2942853550040459
L03450,43,34360132,162,2,25,11,37894845.90393911,0.5974189898896135,1,Mass,0,0.28801463686313744
L03451,42,30641046,136,1,26,40,227823983.48301813,0.705452936942203,0,Priority,1,0.1357969265730973
